  0.10000000       171.00000    
  0.30000001       280.00000    
  0.50000000       219.00000    
  0.69999999       261.00000    
  0.90000004       218.00000    
   1.1000000       277.00000    
   1.3000001       222.00000    
   1.5000000       220.00000    
   1.7000000       158.00000    
   1.9000000       111.00000    
   2.1000001       108.00000    
   2.3000000       80.000000    
   2.5000000       64.000000    
   2.7000000       40.000000    
   2.9000001       26.000000    
   3.1000001       26.000000    
   3.3000000       13.000000    
   3.5000000       16.000000    
   3.7000000       7.0000000    
   3.9000001       5.0000000    
   4.0999999       7.0000000    
   4.3000002       5.0000000    
   4.5000000       0.0000000    
   4.7000003       0.0000000    
   4.9000001       2.0000000    
   5.0999999       1.0000000    
   5.3000002       0.0000000    
   5.5000000       0.0000000    
   5.7000003       0.0000000    
   5.9000001       0.0000000    
   6.0999999       0.0000000    
   6.3000002       0.0000000    
   6.5000000       0.0000000    
   6.7000003       0.0000000    
   6.9000001       0.0000000    
   7.0999999       0.0000000    
   7.3000002       0.0000000    
   7.5000000       0.0000000    
   7.7000003       0.0000000    
   7.9000001       0.0000000    
   8.1000004       0.0000000    
   8.3000002       0.0000000    
   8.5000000       0.0000000    
   8.6999998       0.0000000    
   8.9000006       0.0000000    
   9.1000004       0.0000000    
   9.3000002       0.0000000    
   9.5000000       0.0000000    
   9.6999998       0.0000000    
   9.9000006       0.0000000    
