# omch2 ombh2 h ns 10^9As b0 loglike weights
1.523507134563698573e-01 1.768264911919683116e-02 6.745598187402632728e-01 9.672232223372776438e-01 2.413217187238088091e+00 7.479076232605887942e-01 0.000000000000000000e+00 -6.820819000978329314e+03
8.690465759843520044e-02 2.423355710764191553e-02 7.459283619290705269e-01 9.591485685736647060e-01 2.104636488810426975e+00 1.419112594707363728e+00 0.000000000000000000e+00 -1.111122185553006238e+04
1.480010142450761124e-01 2.766329027767604892e-02 7.166323820553536228e-01 9.250222351898357287e-01 2.548774433270513118e+00 7.672239163490297553e-01 0.000000000000000000e+00 -1.233588973870093105e+04
1.202274035839206723e-01 1.937596832638801767e-02 7.362597924500051683e-01 9.466762782530262488e-01 2.399131141643048526e+00 9.931084696315759519e-01 0.000000000000000000e+00 -1.306643505044563972e+04
1.391593074764435611e-01 1.595416552158360202e-02 7.352640335615296951e-01 9.394364479974890436e-01 2.934390879470337055e+00 7.674758005742754463e-01 0.000000000000000000e+00 -1.148710966976895361e+04
1.429847361864874655e-01 2.526866363683205954e-02 6.654476151275499074e-01 9.500492211253104280e-01 2.415351928488139066e+00 8.091511665280002319e-01 0.000000000000000000e+00 -9.367366997256905961e+03
1.361051598212853764e-01 2.061359963020658118e-02 6.833517611673650682e-01 9.755389943346469694e-01 2.566463778014786534e+00 8.697033427701619246e-01 0.000000000000000000e+00 -1.276235680894190409e+04
1.562083753826626897e-01 1.551991845559833223e-02 6.874634230626855969e-01 9.373657511557593747e-01 2.464385971257658348e+00 7.203309146515541883e-01 0.000000000000000000e+00 -6.658906492216632614e+03
1.489462204960328995e-01 1.888607783810424684e-02 6.545130082838578334e-01 9.548916320496835253e-01 2.940022495883590103e+00 7.195572268168171082e-01 0.000000000000000000e+00 -6.367870528496801853e+03
1.332234187577107098e-01 2.515042523798210333e-02 7.154180608934552765e-01 9.436907409222787813e-01 2.500933880919813834e+00 9.159296747834434482e-01 0.000000000000000000e+00 -5.412852356568152572e+03
8.982095496015538028e-02 1.815157459848662849e-02 6.911146359037607656e-01 9.701779964003166556e-01 2.563577514141493818e+00 1.155403160984525890e+00 0.000000000000000000e+00 -5.369142145586764855e+03
1.375698608619093100e-01 1.899187824427497895e-02 6.349906535146421227e-01 9.358813924877694701e-01 2.490145476987370099e+00 7.931554026228622156e-01 0.000000000000000000e+00 -7.681491290429784385e+03
1.113940674979790324e-01 2.753596854750916048e-02 7.214679100998216965e-01 9.337553528297726224e-01 2.593612707553766938e+00 1.071792138230831082e+00 0.000000000000000000e+00 -6.792428770286522195e+03
1.132399653364328795e-01 1.957153751927880742e-02 6.379492269686247718e-01 9.543327403462437131e-01 2.668410784907972122e+00 8.759899438938565375e-01 0.000000000000000000e+00 -6.273487175898217174e+03
1.466405234888303322e-01 1.578733689286437175e-02 7.165756016450981480e-01 9.848922867945884008e-01 2.972142803276123679e+00 6.544080583485483160e-01 0.000000000000000000e+00 -1.011061003461023211e+04
9.031258672441488944e-02 2.970008092288111551e-02 7.339624385817641317e-01 9.415557552195145119e-01 2.391138130564482545e+00 1.268462244223802715e+00 0.000000000000000000e+00 -1.210872620751740760e+04
8.750810112242086991e-02 2.961459110691302618e-02 6.283503071783342886e-01 9.956354435847594164e-01 2.147896978408915913e+00 1.440153629577946681e+00 0.000000000000000000e+00 -1.079376204695781962e+04
1.367762801640642345e-01 2.011663817075905886e-02 6.380522897556539785e-01 9.815251019833040047e-01 2.228433781497062949e+00 8.416674764228807559e-01 0.000000000000000000e+00 -8.316734944498692130e+03
1.059859080943075516e-01 1.824834494521232475e-02 6.310731091731301978e-01 9.917989588126493450e-01 2.373391749503073633e+00 1.100307614350136909e+00 0.000000000000000000e+00 -1.422846139797232354e+04
8.345102152834740772e-02 2.450493397306842402e-02 6.621166145624546306e-01 9.775894555972574063e-01 2.009573727863772419e+00 1.500287194554368320e+00 0.000000000000000000e+00 -1.177394849095803693e+04
8.752567487508292055e-02 2.821623360257484447e-02 6.469963414338542051e-01 9.829036418223306981e-01 2.339442847593033115e+00 1.332258391167547629e+00 0.000000000000000000e+00 -7.509490838186507972e+03
1.238898260440537691e-01 1.785040596375338240e-02 6.723470090324695780e-01 9.980408620941395581e-01 2.059862217792088224e+00 8.988538632487050872e-01 0.000000000000000000e+00 -1.083529882668000937e+04
8.713855757696760407e-02 1.854484665336109464e-02 6.924804928618238931e-01 9.450111069730927627e-01 2.176713770863820230e+00 1.325299410197797068e+00 0.000000000000000000e+00 -9.004262170139389127e+03
1.157866044938665739e-01 1.608558053509564004e-02 6.747385896861030075e-01 9.360792508385272770e-01 2.598252878964043333e+00 9.488410422743065453e-01 0.000000000000000000e+00 -1.031914739217217721e+04
9.731303678448191552e-02 2.832717931084004909e-02 6.642963778075039460e-01 9.508736757096755143e-01 2.217445102677976010e+00 1.313685091618437273e+00 0.000000000000000000e+00 -6.650009321343500233e+03
1.570682951225159940e-01 2.360444300796366371e-02 7.211602055096971720e-01 9.831450940887992429e-01 2.020721115227059883e+00 8.801174038845197556e-01 0.000000000000000000e+00 -7.968650005878108459e+03
1.241416806296723324e-01 2.405602924949965665e-02 6.359385028751719515e-01 9.296135146634051383e-01 2.053951443001039490e+00 1.131264910459206963e+00 0.000000000000000000e+00 -1.051466401539120670e+04
1.584198714128505769e-01 2.310350757102604818e-02 6.104839472639466136e-01 9.493882392301284945e-01 2.014747076948975923e+00 8.947806765541781449e-01 0.000000000000000000e+00 -4.372845646779325762e+03
8.728743980735501062e-02 2.275643342143598979e-02 6.631901130079720375e-01 9.406944957981188127e-01 2.872456497231197226e+00 1.074232874574919672e+00 0.000000000000000000e+00 -9.033542131593016165e+03
8.382056863914774669e-02 2.469967042932921797e-02 6.512358501388149090e-01 9.545967181327111861e-01 2.682742035843956430e+00 1.325710513941760649e+00 0.000000000000000000e+00 -1.284547047466613003e+04
1.335502911586357588e-01 2.887796443060276080e-02 6.538819386255471100e-01 9.607549340857484133e-01 2.973396754210036796e+00 7.862734492459126923e-01 0.000000000000000000e+00 -7.393666697093883158e+03
1.345737658982267826e-01 2.758902944749454939e-02 7.006109030282429151e-01 9.836374333903455947e-01 2.810240494809276512e+00 8.744020806624921427e-01 0.000000000000000000e+00 -1.056542466526923454e+04
1.486154716535354470e-01 1.605785635310804163e-02 6.236663321199409360e-01 9.957475072767105750e-01 2.540484370897557298e+00 7.403141052615082041e-01 0.000000000000000000e+00 -8.673912685831881390e+03
9.163595041085839665e-02 2.678706570298523826e-02 6.408370856527504378e-01 9.694363293301898610e-01 2.623428534351082142e+00 1.115693214892380158e+00 0.000000000000000000e+00 -1.337384783426471586e+04
1.444882093740667561e-01 2.750211291707645861e-02 7.015204971971384929e-01 9.839292988050248878e-01 2.832157819218511285e+00 8.073343030686415123e-01 0.000000000000000000e+00 -7.426834257560250990e+03
1.371872992341002240e-01 1.666550584084870723e-02 6.747786829464406111e-01 9.925525178149495753e-01 2.775564715763917611e+00 7.988384264734256224e-01 0.000000000000000000e+00 -1.460911395396942680e+04
1.057526484459041516e-01 1.810603732063263346e-02 6.933155810001537800e-01 9.569802594782902405e-01 2.209904438867084320e+00 1.132483846716598297e+00 0.000000000000000000e+00 -1.073561298886287841e+04
1.260961635889994992e-01 2.852813161519152790e-02 6.917435161149309009e-01 9.245844318743733359e-01 2.702081649280554387e+00 9.629521127442624007e-01 0.000000000000000000e+00 -7.039692975507226038e+03
1.406077120936860547e-01 2.186640695254121747e-02 6.348529166108489719e-01 9.733079493151859385e-01 2.408285152219009628e+00 8.950496733056464427e-01 0.000000000000000000e+00 -1.073501133083460081e+04
1.587143283087029122e-01 2.163730553774236356e-02 6.873818303237239080e-01 9.363351391597294349e-01 2.134559292124880159e+00 7.988672480313666613e-01 0.000000000000000000e+00 -6.199218015955663759e+03
1.325624151650116600e-01 2.106641777273823499e-02 7.289113634894471838e-01 9.886985378150832116e-01 2.310581712127343756e+00 9.102392988402983054e-01 0.000000000000000000e+00 -5.934730233800606584e+03
1.006630072224816569e-01 2.224196699132936078e-02 7.221014303407289336e-01 9.242209753328618493e-01 2.776364457332935132e+00 1.069470752311889594e+00 0.000000000000000000e+00 -7.173839553471021645e+03
8.500590964320470233e-02 2.805007520222999040e-02 7.004004838232498198e-01 9.453094169182055806e-01 2.556150848344117321e+00 1.299235764485376254e+00 0.000000000000000000e+00 -8.668816170636286188e+03
1.389017631135912589e-01 1.604328019724170565e-02 7.440478942107130456e-01 9.967827522102248317e-01 2.935399437250330923e+00 7.346411688730808409e-01 0.000000000000000000e+00 -7.285734186478372067e+03
8.230557790002761276e-02 1.928178174871337386e-02 6.331432765894333681e-01 9.374533012664632015e-01 2.213816405390438113e+00 1.352109907158373092e+00 0.000000000000000000e+00 -7.797281342075672910e+03
1.191780538483111218e-01 2.504682754095091668e-02 6.255075244243466503e-01 9.540807736047010046e-01 2.866392433893363734e+00 8.451992043994491777e-01 0.000000000000000000e+00 -9.768469552434724392e+03
1.249222593771379952e-01 2.675515502562798853e-02 6.384626657381560211e-01 9.333380000979449864e-01 2.927784024910572214e+00 8.126466477743454764e-01 0.000000000000000000e+00 -1.265058936062294379e+04
1.030474065409466428e-01 1.982522854826634581e-02 7.167836967759397826e-01 9.674299443922507180e-01 2.171072803457277267e+00 1.183204801275857809e+00 0.000000000000000000e+00 -1.099463874611992469e+04
8.175959680039508737e-02 1.506089774201731582e-02 6.122078044695067334e-01 9.989314480815374431e-01 2.819557738099939925e+00 1.140420804352625606e+00 0.000000000000000000e+00 -4.050547819435630117e+03
8.958475923924549833e-02 1.752382970198147066e-02 6.610060141792597488e-01 9.216446433082353673e-01 2.004715195754037449e+00 1.349328096884247596e+00 0.000000000000000000e+00 -8.580550922675665788e+03
1.597573582128172520e-01 2.283397921136105790e-02 6.550326862005508843e-01 9.858735838301646570e-01 2.672116009056130892e+00 7.635753653577103117e-01 0.000000000000000000e+00 -1.385922693702012111e+04
1.523527014193911122e-01 2.422717759361234235e-02 7.105983600816734302e-01 9.646799777563562772e-01 2.348361380406322141e+00 8.655930204773440995e-01 0.000000000000000000e+00 -1.450666767406562576e+04
1.538716272507195670e-01 2.958678275034264810e-02 6.760127834446177930e-01 9.940562870919900096e-01 2.233058532943195118e+00 9.104388191555746745e-01 0.000000000000000000e+00 -1.137060763068623601e+04
1.420373964082839169e-01 1.660522914061781513e-02 6.723040881823014736e-01 9.418150890438810041e-01 2.346585737681150086e+00 7.758877716593047813e-01 0.000000000000000000e+00 -8.036347280686946760e+03
9.925828169673564516e-02 2.068563728272666824e-02 6.226628253464824292e-01 9.701975848323651785e-01 2.650946579435541572e+00 1.095898672368783799e+00 0.000000000000000000e+00 -6.487861477477945300e+03
1.542138568674885635e-01 2.207718380046259227e-02 6.972002538739743294e-01 9.935725879867374211e-01 2.967398440681879634e+00 7.020034708674627311e-01 0.000000000000000000e+00 -7.730727466169531908e+03
1.443973018052363833e-01 2.020234359331962021e-02 6.108000136988551709e-01 9.366931078751759010e-01 2.075694582923599540e+00 8.749258768224739136e-01 0.000000000000000000e+00 -6.562837009940784810e+03
1.598305073445978053e-01 1.685581899445635912e-02 6.211518631246748523e-01 9.263290236657687471e-01 2.203955360908313565e+00 7.875568823386182027e-01 0.000000000000000000e+00 -6.378475721103633987e+03
1.447798186631361617e-01 2.631936651152476034e-02 6.116826603473429769e-01 9.326164474867015830e-01 2.382396210593588748e+00 9.526183458574305485e-01 0.000000000000000000e+00 -1.259904731989930042e+04
1.534858186118249201e-01 2.293598296235700718e-02 6.861875483317022573e-01 9.717980490030904139e-01 2.709813845915609587e+00 6.981085851702071299e-01 0.000000000000000000e+00 -1.308745763154799715e+04
1.052643712459844227e-01 2.666432319178091773e-02 6.406761452413698432e-01 9.827279073979739987e-01 2.459482407685534167e+00 1.163252138754448328e+00 0.000000000000000000e+00 -9.445786869448531434e+03
1.090695162024837295e-01 1.798024138907255987e-02 6.323204639266375438e-01 9.300445909028035585e-01 2.916065158692176418e+00 9.672677673006897514e-01 0.000000000000000000e+00 -1.328307188768505148e+04
1.265593938718984068e-01 2.298722033397117281e-02 6.621402765736780216e-01 9.973331865975092470e-01 2.822078005063785255e+00 8.802821092844926865e-01 0.000000000000000000e+00 -9.703039676909829723e+03
9.051740604386349087e-02 2.468144402445018176e-02 6.440991755506655370e-01 9.848909655164844734e-01 2.846662182901238403e+00 1.195135294480356158e+00 0.000000000000000000e+00 -1.189744869620518693e+04
8.704410479234120368e-02 2.098585252160654890e-02 6.433622161451585386e-01 9.528115914579393664e-01 2.020980180634182943e+00 1.389497510452907925e+00 0.000000000000000000e+00 -7.869761963786359047e+03
1.001601211725298840e-01 1.978997465244756310e-02 6.434784251483852691e-01 9.526740495041030599e-01 2.789323971408098846e+00 1.075259661750369578e+00 0.000000000000000000e+00 -1.465823527027878117e+04
1.537366142980111094e-01 2.334575361261441440e-02 6.340772649685126883e-01 9.459097129388964742e-01 2.921336882433540616e+00 7.582026663639693798e-01 0.000000000000000000e+00 -9.136145520187126749e+03
1.402999864648735162e-01 1.900312637766360391e-02 7.026733683243034934e-01 9.207144814938494903e-01 2.188321188908446402e+00 9.118861585006672321e-01 0.000000000000000000e+00 -6.235309565804687736e+03
8.671304461633762284e-02 2.589309540648736599e-02 7.108886483436034354e-01 9.372409983455599614e-01 2.559157841286616719e+00 1.302268920651608486e+00 0.000000000000000000e+00 -8.516858205134880336e+03
1.358593084450366584e-01 2.735514467025377053e-02 6.453600420976159935e-01 9.341920224922254379e-01 2.510196514411801250e+00 9.695704409098784282e-01 0.000000000000000000e+00 -1.413936633848753991e+04
9.643375045804478130e-02 2.043490245781492617e-02 7.248002777988546974e-01 9.791371036861729049e-01 2.801116635479651062e+00 9.427805286399724150e-01 0.000000000000000000e+00 -1.304210066207866112e+04
1.583552281964912267e-01 2.280251265474550135e-02 6.714103578923553695e-01 9.277900661493317935e-01 2.959417080350687179e+00 7.104358535164890798e-01 0.000000000000000000e+00 -5.736670336599588154e+03
8.208818399546105593e-02 2.478223908879997189e-02 7.466224388342550533e-01 9.351950251305375383e-01 2.379107884069571188e+00 1.406800166957813847e+00 0.000000000000000000e+00 -1.312368653112734501e+04
1.556501562460115562e-01 2.758228255059787942e-02 6.395059371044296004e-01 9.580298128767616994e-01 2.829552722061718928e+00 7.273493182837040827e-01 0.000000000000000000e+00 -8.770877208596417404e+03
8.730291785225612056e-02 2.015162684110528152e-02 6.146736876651817116e-01 9.684915557768791761e-01 2.157986696755632927e+00 1.392947933441904818e+00 0.000000000000000000e+00 -1.298038290556625179e+04
1.012364307908878713e-01 2.600401447990915299e-02 7.262393310717535355e-01 9.977678473044974128e-01 2.018724495474777392e+00 1.320576607405416603e+00 0.000000000000000000e+00 -1.152546308089454214e+04
1.430988676995538778e-01 2.720276724585624778e-02 6.241734889446829415e-01 9.680954375615459240e-01 2.858531950397188659e+00 7.669962438854860398e-01 0.000000000000000000e+00 -7.316383607756043602e+03
1.006700231532775824e-01 1.840267050148484615e-02 6.675842921154451215e-01 9.635170336728883234e-01 2.917768894722291506e+00 1.005054714317460407e+00 0.000000000000000000e+00 -9.441857438595146959e+03
9.293902038077553329e-02 1.567930681702363327e-02 6.109117714054032033e-01 9.326697888750228316e-01 2.064104550020329665e+00 1.234126295235861814e+00 0.000000000000000000e+00 -3.282188101786684456e+03
1.064049426109770630e-01 2.575918623454912654e-02 6.881565380410623600e-01 9.478859684809665120e-01 2.080019594449203701e+00 1.265888218165960755e+00 0.000000000000000000e+00 -1.128968299679674055e+04
1.501112930031994752e-01 1.752311253960340404e-02 7.047001172885767328e-01 9.503165838425303713e-01 2.233996660234940368e+00 7.732238263122670485e-01 0.000000000000000000e+00 -6.807695090581665681e+03
8.081735805105497161e-02 1.994016239840806087e-02 6.785596617280584830e-01 9.714262849615050710e-01 2.055531736978509105e+00 1.453614650074650960e+00 0.000000000000000000e+00 -1.039825700083341690e+04
1.317448100361000574e-01 2.652965944082179284e-02 6.346806071963461138e-01 9.779408402126456012e-01 2.511412193730333531e+00 9.683586326116863097e-01 0.000000000000000000e+00 -1.296083441586345725e+04
1.488029401618211067e-01 1.824034941622733677e-02 6.944328093743880048e-01 9.771849068675511063e-01 2.258069086707854112e+00 7.852448162453258274e-01 0.000000000000000000e+00 -5.641337421121615080e+03
9.043692898905279776e-02 2.136716748591734744e-02 6.372487675336496737e-01 9.948652351735384203e-01 2.630548648815717705e+00 1.190968663919401704e+00 0.000000000000000000e+00 -7.949190906454327887e+03
1.037554447129683532e-01 2.436091903454884813e-02 6.699488454693935946e-01 9.633807148144748478e-01 2.499930797894169832e+00 1.012151418371194378e+00 0.000000000000000000e+00 -7.000459586613887950e+03
1.440073509248404049e-01 2.501961413076171994e-02 7.241488601476289144e-01 9.900376862260950039e-01 2.844894758692663395e+00 7.095410606737000414e-01 0.000000000000000000e+00 -1.320254802783702871e+04
1.355032810976303237e-01 2.306349360175720398e-02 7.159480801382078763e-01 9.206411222591600607e-01 2.581344122108181427e+00 9.087210412916060243e-01 0.000000000000000000e+00 -1.423377618481904574e+04
1.054974541229070362e-01 2.535710983196905188e-02 6.596584034921549877e-01 9.240605531650142312e-01 2.825169502041739111e+00 9.335514568004659175e-01 0.000000000000000000e+00 -1.260681862148180517e+04
8.177662826234484428e-02 1.994748532571741922e-02 7.234179010228354301e-01 9.575405302000449259e-01 2.956874352858378519e+00 1.179526775934335081e+00 0.000000000000000000e+00 -7.588159377953157673e+03
8.737960975140804387e-02 2.748411158209745214e-02 7.005670853432696132e-01 9.428809378806297659e-01 2.975578341325876064e+00 1.115122213090673942e+00 0.000000000000000000e+00 -8.419889136760426481e+03
1.148055800797611048e-01 2.512175953883330481e-02 6.651403523460661660e-01 9.223105365330047656e-01 2.822735634722424169e+00 8.731945315477653846e-01 0.000000000000000000e+00 -1.077090733789165279e+04
8.975206102866974123e-02 2.831633816961105776e-02 6.800006617303770984e-01 9.793498138893810268e-01 2.277146657678690733e+00 1.324685224752966572e+00 0.000000000000000000e+00 -6.572334960045000116e+03
8.260667495011546346e-02 1.946183618051698996e-02 6.354795011353516765e-01 9.601269347439190804e-01 2.179919395354397160e+00 1.416118027811619440e+00 0.000000000000000000e+00 -1.139342559705599888e+04
9.632479630430271222e-02 2.762878861430697469e-02 6.639141135720044717e-01 9.240461237916304249e-01 2.738151470122263120e+00 1.200369045099869858e+00 0.000000000000000000e+00 -1.051368636650809640e+04
1.496948582990285381e-01 2.727447470026882551e-02 6.381148442763059370e-01 9.244905707888282365e-01 2.225619635254626694e+00 9.561554574308266385e-01 0.000000000000000000e+00 -9.358231143883765981e+03
1.441754749959838766e-01 1.969987184796120200e-02 7.022179305295578322e-01 9.693928960357116598e-01 2.612260432604667670e+00 8.043921483997333866e-01 0.000000000000000000e+00 -9.511809590767552436e+03
1.397149173434847347e-01 2.786096757907779997e-02 6.336537348816893012e-01 9.734956809919823595e-01 2.267649755406661249e+00 8.665668943360049781e-01 0.000000000000000000e+00 -1.257204069491772316e+04
1.526803969787647042e-01 1.645480851969009090e-02 6.993241302212945820e-01 9.326526005990509738e-01 2.567770285511553841e+00 6.974156930582238179e-01 0.000000000000000000e+00 -1.067285023765101505e+04
1.139096641404485355e-01 2.565073718673988729e-02 6.239838248391403885e-01 9.753145110205628798e-01 2.364954101128896813e+00 9.694613326021225275e-01 0.000000000000000000e+00 -1.342654243709542789e+04
1.420881215024375477e-01 2.500740106575948321e-02 6.588306365184646296e-01 9.956809346928794380e-01 2.926178602837140375e+00 8.004061383613074732e-01 0.000000000000000000e+00 -1.039104671951931232e+04
1.589495008972446888e-01 2.049407804077822345e-02 7.481769804577103056e-01 9.387082329412684834e-01 2.608374875492006417e+00 7.681831655485764632e-01 0.000000000000000000e+00 -1.319904564017738448e+04
1.344302571910595545e-01 1.977249811001512148e-02 6.711615079282146068e-01 9.793470489681486146e-01 2.047479779285190205e+00 9.960556417515908922e-01 0.000000000000000000e+00 -1.330853770810940114e+04
8.436522782821870292e-02 1.854719197652480653e-02 6.760020285815409036e-01 9.699609684139971488e-01 2.558065798132800772e+00 1.249838254187906950e+00 0.000000000000000000e+00 -1.030327577916811060e+04
1.285272948155511130e-01 2.645154683714527610e-02 6.363791612542468723e-01 9.808144696245553185e-01 2.480755605954100496e+00 9.816073700398441071e-01 0.000000000000000000e+00 -9.578352036201207738e+03
9.553289782761252569e-02 1.699985704706670139e-02 7.221956062701411216e-01 9.762389405547080568e-01 2.735522172252407014e+00 1.056895227707344898e+00 0.000000000000000000e+00 -7.926926851238999916e+03
1.033775150743535542e-01 2.134910730025489645e-02 7.172741580150547858e-01 9.908286572902544886e-01 2.565600170936516378e+00 1.083656316392684227e+00 0.000000000000000000e+00 -1.163103520044580546e+04
1.574903360079899783e-01 1.833936736146191820e-02 6.947164329337883748e-01 9.639495953642520654e-01 2.250028142763827343e+00 7.545039282100729494e-01 0.000000000000000000e+00 -7.554150776097901144e+03
1.020492953008588222e-01 2.669422904943342251e-02 6.742231183847985365e-01 9.968034523841355909e-01 2.376073576459828196e+00 1.221568762661253693e+00 0.000000000000000000e+00 -1.395828791501417436e+04
1.183329849047729809e-01 2.237904146532977701e-02 7.057160754272095993e-01 9.664004669244061763e-01 2.763163558166443767e+00 9.458254371001252325e-01 0.000000000000000000e+00 -1.138039521671410694e+04
1.534652801179688941e-01 1.582539732587379816e-02 6.865378171674241248e-01 9.759346928478891403e-01 2.710938659929544414e+00 7.382611008429740274e-01 0.000000000000000000e+00 -1.451865638157802277e+04
1.546226663571376725e-01 2.844450597462450797e-02 6.465484785432775716e-01 9.854638861554539941e-01 2.892228126621125828e+00 7.443968393687238061e-01 0.000000000000000000e+00 -6.251996507899639255e+03
8.172259653346705677e-02 2.558687246207361210e-02 6.143886017851456494e-01 9.734631006444244283e-01 2.278683202236774008e+00 1.429787753691206698e+00 0.000000000000000000e+00 -1.081815126902236989e+04
8.325263217876925637e-02 2.615654087089700625e-02 7.286064482479348570e-01 9.967160448747274248e-01 2.996514832208964307e+00 1.225446951670221329e+00 0.000000000000000000e+00 -7.720870133950137642e+03
8.435054845968036064e-02 1.664384793686888436e-02 7.249467196423730053e-01 9.982924390519829494e-01 2.088639309526636900e+00 1.306343965873525859e+00 0.000000000000000000e+00 -5.881991817272563821e+03
1.187521127488968542e-01 2.443105001861940739e-02 6.730708987559006484e-01 9.248949340701447808e-01 2.662228686519903853e+00 8.733071664834353154e-01 0.000000000000000000e+00 -9.990972345862581278e+03
1.128027223533567686e-01 2.598931080506828098e-02 6.870014968685975720e-01 9.418873003268983801e-01 2.840192240074500329e+00 1.014050432127114654e+00 0.000000000000000000e+00 -1.199131193679687931e+04
1.156614675471159537e-01 2.764281845490009284e-02 7.086662264480093620e-01 9.603477916332069375e-01 2.448739741051662477e+00 9.542287745473898575e-01 0.000000000000000000e+00 -7.800149764959642198e+03
1.397042980158540448e-01 2.177761326673435111e-02 6.206481055603724206e-01 9.688352354916273113e-01 2.724278995773588452e+00 7.739712227900006347e-01 0.000000000000000000e+00 -6.002965732794880751e+03
1.344422884259226791e-01 2.034284957541721700e-02 6.110689936206114004e-01 9.434890990325777160e-01 2.895102437538383811e+00 8.170266958701517535e-01 0.000000000000000000e+00 -5.147205440779285709e+03
8.590358263151821883e-02 1.582861271962560795e-02 7.168120405744398127e-01 9.684667262178040525e-01 2.313375346779576791e+00 1.140042290068668418e+00 0.000000000000000000e+00 -9.113332500047279609e+03
1.348758262064193025e-01 2.180243870001486589e-02 6.284353653262636508e-01 9.647979288959739330e-01 2.384865080176121310e+00 8.225873375495544870e-01 0.000000000000000000e+00 -1.292162245461617022e+04
9.698757735179749928e-02 1.955631651327625203e-02 7.262611567840600024e-01 9.643729195732875237e-01 2.077360622012564662e+00 1.140664884553594716e+00 0.000000000000000000e+00 -7.666214372770365117e+03
1.341948129799913625e-01 2.305802360474857801e-02 6.587610569248016912e-01 9.565821114478212372e-01 2.458721735918716345e+00 8.110870498448907728e-01 0.000000000000000000e+00 -1.349238820503003262e+04
1.337117520588464448e-01 2.689441624210769932e-02 7.336117173245251255e-01 9.406684718954582136e-01 2.211510974342346447e+00 8.984455648899420943e-01 0.000000000000000000e+00 -6.754102868202420723e+03
1.367418041571450693e-01 2.623312025211373827e-02 7.166589576029966935e-01 9.702834105948849874e-01 2.243270285791845620e+00 8.487056114777038474e-01 0.000000000000000000e+00 -1.268293311696007368e+04
1.091162345203526146e-01 2.288915763584549803e-02 6.277061243935802004e-01 9.305570506495475236e-01 2.646174007328436772e+00 1.046594595858779897e+00 0.000000000000000000e+00 -5.543843028016272001e+03
1.483502103475069500e-01 2.585835219487138056e-02 6.855979787579176143e-01 9.601249298653330433e-01 2.769064302217347340e+00 8.070781794793782105e-01 0.000000000000000000e+00 -9.182798684120572943e+03
8.860979476935755550e-02 1.678557224571668866e-02 6.545931820876281781e-01 9.434361831208492033e-01 2.931139853128646777e+00 1.114502515336521560e+00 0.000000000000000000e+00 -1.423371204697722533e+04
8.150502300804919609e-02 1.809186234889381337e-02 7.381250498177280850e-01 9.310004521575184766e-01 2.929120840309517249e+00 1.123147448241765378e+00 0.000000000000000000e+00 -6.484217148819716385e+03
1.158234244121711942e-01 2.487976506016821923e-02 6.874605972713109248e-01 9.528128987228803304e-01 2.884703295096435305e+00 8.497056172981285460e-01 0.000000000000000000e+00 -8.483189383510716652e+03
1.247197180551484902e-01 2.866712239527925699e-02 6.807841893276340706e-01 9.790059996499475004e-01 2.575150143099214528e+00 9.823194867524291940e-01 0.000000000000000000e+00 -6.988219824463378245e+03
8.880024489356615203e-02 2.079721154984381926e-02 6.917283266142777443e-01 9.853383997495022140e-01 2.632603960532621912e+00 1.191673744174046812e+00 0.000000000000000000e+00 -7.799840221298228244e+03
1.580890394406448962e-01 1.940824967415103949e-02 6.882240033650405264e-01 9.631443004299840016e-01 2.536038640034914415e+00 7.469504752710067752e-01 0.000000000000000000e+00 -7.717482205682049425e+03
1.068873892749506727e-01 2.105555223603701454e-02 7.212171451411661938e-01 9.529913810608241498e-01 2.822377500908705095e+00 1.005265697908718669e+00 0.000000000000000000e+00 -1.112340289698362358e+04
1.085124816846667894e-01 2.916061141383219715e-02 6.722270929913383153e-01 9.466261022483318799e-01 2.261338945512893162e+00 1.240102777890027319e+00 0.000000000000000000e+00 -1.367560652362342262e+04
1.493584573692809114e-01 1.513017873789104101e-02 6.704656626694172061e-01 9.659753907354579061e-01 2.313018336064915026e+00 7.658502763695845816e-01 0.000000000000000000e+00 -6.171012090557118427e+03
1.049408145929411618e-01 1.598172945946901846e-02 7.307488879530656956e-01 9.880379896245244931e-01 2.549802722703958580e+00 9.848802664391719253e-01 0.000000000000000000e+00 -3.792540703581025809e+03
9.846521560089308012e-02 2.331118851780054207e-02 7.183129826626986070e-01 9.823878872172695509e-01 2.557592095215696304e+00 1.050205055811639809e+00 0.000000000000000000e+00 -2.534394997704455363e+03
1.389012919913659161e-01 2.055771582633334968e-02 7.234332110498832291e-01 9.459916516434783151e-01 2.870520701876693614e+00 7.809949565245777325e-01 0.000000000000000000e+00 -4.849320921148439993e+03
1.158035704295421603e-01 2.128444520864667538e-02 7.135979875254966354e-01 9.527061624901639325e-01 2.888097658224025199e+00 8.394718473693633110e-01 0.000000000000000000e+00 -3.633703098688987211e+03
1.070334262699967481e-01 2.828681730668611283e-02 6.970581122405166141e-01 9.716154129620419022e-01 2.093132240276127654e+00 1.161117553013307546e+00 0.000000000000000000e+00 -3.669804891920785394e+03
9.906298821775232077e-02 2.469310872502607224e-02 6.736648873246334768e-01 9.423368692459953566e-01 2.310133940715287881e+00 1.219215068393396439e+00 0.000000000000000000e+00 -5.180215766879580769e+03
1.002840164560207525e-01 1.715824044505848481e-02 6.408129501705437381e-01 9.587547058153580437e-01 2.702717768722278535e+00 9.399522238513491335e-01 0.000000000000000000e+00 -3.995243547840975225e+03
