# loglike weights omch2 ombh2 h ns 10^9As b0
1.206142438116416249e-01 2.141034536116212181e-02 6.705999006448603028e-01 9.561865059310779014e-01 2.383283463333812691e+00 1.003909733080071476e+00 7.081488227956778060e-05 -5.656611943720046831e+00
1.096609199037228422e-01 1.858504231427104969e-02 6.492894431277338452e-01 9.926832862698320437e-01 2.509776184017530554e+00 1.015201486930316532e+00 3.994440755259393635e-05 -6.229192447773807650e+00
1.193318869907774027e-01 2.281799891403268887e-02 6.686616986617470726e-01 9.675401047727154591e-01 2.441025794421351591e+00 1.008689292262991088e+00 3.734493051529781037e-05 -6.296483950827892251e+00
1.308164255795817299e-01 2.676792277480573995e-02 6.997092870732410930e-01 9.520209379653762349e-01 2.310488114359976919e+00 1.000437235667885449e+00 7.496693149514361957e-05 -5.599634021111921989e+00
1.186197140601519956e-01 2.086854458748866117e-02 6.714923158568310013e-01 9.796777761375934368e-01 2.335608644848107929e+00 1.014945453437818390e+00 7.415413032905689497e-05 -5.610535354639267780e+00
1.147713122188455392e-01 2.180569246294271346e-02 6.644180693063956866e-01 9.965419105252346643e-01 2.406395728528549327e+00 1.029431162976453207e+00 3.714726002587055443e-05 -6.301791109926194068e+00
1.135714271446142398e-01 1.994161505602446219e-02 6.454586592039960324e-01 9.722022892286239504e-01 2.516976714754432187e+00 1.005819926010590448e+00 6.940062090997552743e-05 -5.676785309716898098e+00
1.258762870336664341e-01 2.612621718114131741e-02 6.980971416306339661e-01 9.663784900229913655e-01 2.386124471775492140e+00 1.001453854129782606e+00 9.656363263723624808e-05 -5.346478927419421545e+00
1.201710889884139710e-01 2.201479107837151644e-02 6.653703791153749991e-01 9.524751794979336994e-01 2.503036291762744447e+00 9.876163427164246222e-01 9.249866801372946389e-05 -5.389486879456127255e+00
1.246222221860186774e-01 2.507638809308184585e-02 6.980794472570129861e-01 9.779047987635685057e-01 2.268398761345565617e+00 1.026433079492681699e+00 1.847520264188078922e-04 -4.697666595813704937e+00
1.260988220379007096e-01 2.276377028915369666e-02 6.773181257416046597e-01 9.357934561705476550e-01 2.445923634621544274e+00 9.729103429768566347e-01 1.003719448858422493e-04 -5.307798389218359780e+00
1.180730873254032115e-01 2.175790547290821358e-02 6.581658531016223446e-01 9.658397450715193733e-01 2.550319718433394112e+00 9.839412310986095367e-01 6.401495661314083403e-05 -5.757564370882163551e+00
1.212405510952786342e-01 2.287484126931957351e-02 6.784371548149573661e-01 9.584321476780270910e-01 2.454566486457610885e+00 9.946030200670264998e-01 1.251580469394737347e-04 -5.087103809850760605e+00
1.242738030000361954e-01 2.220713940520921761e-02 6.794390918229510357e-01 9.427322699209644830e-01 2.447238746198322268e+00 9.747039136806905368e-01 1.382202256000365510e-04 -4.987832873176489379e+00
1.260396009669520478e-01 2.418555900395219505e-02 7.009051364749476765e-01 9.693137578372443830e-01 2.228618977729408535e+00 1.022239063945172388e+00 8.040629943328754775e-05 -5.529588599743329169e+00
1.161769372479150852e-01 1.951975288846198586e-02 6.540616248407482569e-01 9.694083589218397412e-01 2.437764203678097541e+00 1.002531975834505706e+00 9.779840285412041154e-05 -5.333772877846795879e+00
1.183122259487131983e-01 2.288334769742599722e-02 6.781451399080374864e-01 9.877737741356487078e-01 2.353781995794683723e+00 1.028483726168188062e+00 1.147244020233403395e-04 -5.174148376013081752e+00
1.112692621280031435e-01 1.882178567618505993e-02 6.464512875427864680e-01 9.829093034467496492e-01 2.480413671252555297e+00 1.015684920779335476e+00 1.074844083359144278e-04 -5.239335325706350410e+00
1.097838910195547552e-01 1.835495243446234881e-02 6.233224723017175561e-01 9.761618907978101278e-01 2.644329258113290670e+00 9.937752404863560152e-01 1.344540196825789416e-04 -5.015458844521250015e+00
1.103403264794257654e-01 1.944841270753939685e-02 6.476854825909532654e-01 9.904417461888802565e-01 2.567206895504513309e+00 1.007614971880019361e+00 6.644856304059629508e-05 -5.720252963765052101e+00
1.177356439987181091e-01 2.110774180853102269e-02 6.510722836801354774e-01 9.601274913590555071e-01 2.568410484371836500e+00 9.811552459727821418e-01 6.329530314949055971e-05 -5.768869997472137356e+00
1.144839417923328995e-01 1.801418466619418915e-02 6.515314643176263187e-01 9.685739549147627248e-01 2.438166829580796779e+00 9.988587810827740388e-01 2.146173976081358709e-05 -6.850409320167293536e+00
1.329614530179787923e-01 2.549480605774340908e-02 7.016241139935425197e-01 9.276899591999160366e-01 2.343628808923408524e+00 9.766847448465252324e-01 9.589954541480094033e-05 -5.353379882341292806e+00
1.336728513097196203e-01 2.661538284413418262e-02 7.112098014670299451e-01 9.414753658889074561e-01 2.258985058640906374e+00 9.950767880751073546e-01 6.330439936122146314e-05 -5.768726297106873346e+00
1.196505038841911839e-01 2.342999291316941526e-02 6.700770625091589938e-01 9.742126080309391201e-01 2.501608050613606249e+00 9.948154939918716355e-01 8.620606901126106898e-05 -5.459940542664881491e+00
1.238559134649439286e-01 2.364653087774992030e-02 6.924078797293453658e-01 9.568302442998606328e-01 2.384439071994480130e+00 9.978029858503942862e-01 5.970063572431836261e-05 -5.827338455028844066e+00
1.239484350604798668e-01 2.201777177600377361e-02 6.865821152185442866e-01 9.586511397827305325e-01 2.302696827784135092e+00 1.002591146078335882e+00 1.915556696579280322e-04 -4.661502654469973805e+00
1.287434186035388839e-01 2.548740237449233226e-02 7.038086402939899289e-01 9.478510159589910167e-01 2.387874849611147710e+00 9.838296109926518707e-01 1.270488853611283719e-04 -5.072109187521563811e+00
1.204218656203772386e-01 2.122634126719131348e-02 6.585641211586488186e-01 9.435162105883813100e-01 2.567743139925058315e+00 9.679993736697627416e-01 1.449922642616854342e-04 -4.940000732941248529e+00
1.262905366671988605e-01 2.379476478611120688e-02 6.786768542775493129e-01 9.365987484230613447e-01 2.500674373168786602e+00 9.677528927714800222e-01 5.513476587903422840e-05 -5.906900647139669225e+00
1.206010495169595742e-01 2.178959286997819711e-02 6.614420054587667464e-01 9.543215126141126881e-01 2.461263569542857077e+00 9.908434264483784171e-01 6.821431518926129531e-05 -5.694026681059993322e+00
1.108956959588987268e-01 1.869244327276279802e-02 6.451537013817717492e-01 9.874789373433655593e-01 2.512254593566523475e+00 1.010476846576546572e+00 4.425023156551036310e-05 -6.126820519460126846e+00
1.344786131101431415e-01 2.665698192016415641e-02 7.143878367568456955e-01 9.442795119673534909e-01 2.228473295514938890e+00 9.967226679718027560e-01 1.967034381239524723e-05 -6.937569012747388797e+00
1.195561431640474320e-01 2.294430737037641069e-02 6.823938707562915429e-01 9.750792389553959438e-01 2.401406817232631941e+00 1.011087694205155874e+00 1.101075034712778873e-04 -5.215223931193404105e+00
1.243149418618787749e-01 2.569332966851659017e-02 6.950291366351640798e-01 9.761828436979846924e-01 2.368881928843117102e+00 1.011056335400941197e+00 5.742113461875240227e-05 -5.866268689529355207e+00
1.170943694669615287e-01 2.100593693950499399e-02 6.651228098859303106e-01 9.817765940825574633e-01 2.354402927916743771e+00 1.022726576410186716e+00 7.487758054591637483e-05 -5.600826603457448094e+00
1.098525817403811500e-01 1.906058838623072779e-02 6.491936768291356463e-01 9.990441740790103609e-01 2.478580529254172049e+00 1.023182003920293015e+00 9.235620953734451489e-05 -5.391028180464508601e+00
1.142830617229532858e-01 2.182650304408043779e-02 6.555149810797618048e-01 9.853885171808798304e-01 2.536347711906505431e+00 1.009427334970676160e+00 6.506106038033287401e-05 -5.741354904608050980e+00
1.133649139062819639e-01 1.984807302206110721e-02 6.483195917937232267e-01 9.824629088935308285e-01 2.490219515000589023e+00 1.010379194500321542e+00 1.005512898874008610e-04 -5.306013179564615712e+00
1.185693931613162611e-01 2.145122400311809743e-02 6.623722929169499896e-01 9.545077870371263540e-01 2.506481599373356239e+00 9.916439437763222564e-01 3.890012500760377972e-05 -6.255683659836938304e+00
1.180627085432419954e-01 2.139163312326707034e-02 6.747328242613183091e-01 9.855522562122801533e-01 2.373349227077269585e+00 1.012043703724909260e+00 3.954977099476570166e-05 -6.239121220093763576e+00
1.247592276261357130e-01 2.306180510381568294e-02 6.910318350965637402e-01 9.558208489017091525e-01 2.330948205739260093e+00 9.992894626990926898e-01 5.194489689874540682e-05 -5.966497642314485539e+00
1.227253227577739109e-01 2.227746263159102388e-02 6.853557689298293010e-01 9.690860598119165337e-01 2.285386755521109592e+00 1.015136338049880127e+00 1.333912837400946631e-04 -5.023394331952082403e+00
1.121983788632622964e-01 2.030941361643866586e-02 6.399843095149139183e-01 9.796675799386795891e-01 2.574436981787954437e+00 1.006033205133982200e+00 5.037194563365438493e-05 -5.997246738173178215e+00
1.225567268418643330e-01 2.137383962658147632e-02 6.717136734499836725e-01 9.427781202507981018e-01 2.419706763725470555e+00 9.864635219640804920e-01 1.551431225545958951e-04 -4.872333061825086631e+00
1.120024268121832534e-01 1.868937461800964164e-02 6.504319789656354267e-01 9.756442844319757057e-01 2.488707801264019359e+00 1.009247895721607557e+00 2.717234738886142428e-05 -6.614481307961771250e+00
1.274073303820976721e-01 2.428786378528545453e-02 6.865162430700098017e-01 9.352520802646282494e-01 2.460389282785168774e+00 9.725082382944344461e-01 1.298450520742870358e-04 -5.050339291570761446e+00
1.145637805513737284e-01 1.932613945776410352e-02 6.541406020584417114e-01 9.802808845870261134e-01 2.449371382043217693e+00 1.004914180114160338e+00 9.957542261773264685e-05 -5.315765750745311102e+00
1.236811763524922336e-01 2.340668069867488099e-02 6.792005231791347075e-01 9.589867341339968210e-01 2.396267032254581597e+00 9.949699062828237794e-01 1.413110601549645898e-04 -4.965717563117700628e+00
1.165461767279789007e-01 2.215441648997432122e-02 6.673361540788125268e-01 9.753345006948860307e-01 2.535891789127898921e+00 9.963284875806884822e-01 8.188615397210636778e-05 -5.511351207622151804e+00
1.228021249112903335e-01 2.391836067924563505e-02 6.875239873557846826e-01 9.669853767950072898e-01 2.410934077441421852e+00 9.996285717448141206e-01 1.328543645942382220e-04 -5.027427598802185926e+00
1.173307540714962072e-01 2.357748724101320706e-02 6.774809107768258176e-01 9.919507506042291034e-01 2.424136244487182346e+00 1.023056856788306934e+00 3.051390772547284868e-05 -6.498498553339078221e+00
1.215100883764019812e-01 2.225852716783433341e-02 6.837831478207400115e-01 9.628078473409790172e-01 2.386433489705246380e+00 9.988770615074166193e-01 1.813899795995778678e-04 -4.716031827116561104e+00
1.251956265237538224e-01 2.296617189150398225e-02 6.786384791859483290e-01 9.365841530224827682e-01 2.480566453530123283e+00 9.706512438599053105e-01 9.952413299074447947e-05 -5.316280966642865202e+00
1.191068928840865182e-01 2.244984333173733609e-02 6.585946770233439551e-01 9.621842347203108936e-01 2.561630359156502834e+00 9.828496184519026624e-01 6.270146690461186477e-05 -5.778296281046205074e+00
1.217200027031593024e-01 2.221230620758857244e-02 6.853768930678816318e-01 9.609852823683163736e-01 2.389675618341376762e+00 9.982353905249214954e-01 3.666498805628261797e-05 -6.314858828226098453e+00
1.240268603948102011e-01 2.516536289301032209e-02 6.905725759547316489e-01 9.774681422090643057e-01 2.363117599200709851e+00 1.008100771612873148e+00 3.722768395390047469e-05 -6.299628447204788095e+00
1.110744117076265108e-01 1.875571389000439682e-02 6.374222618037980181e-01 9.668551897513246729e-01 2.663791063731197006e+00 9.831991613976149846e-01 1.259075019874317919e-04 -5.081133597870215013e+00
1.310955066822973580e-01 2.688568721554477486e-02 7.012806110379086189e-01 9.512823560258428790e-01 2.305015720394480994e+00 1.000475193977094612e+00 5.849859808195527976e-05 -5.847678334479613937e+00
1.219691502945542128e-01 2.388106892466401732e-02 6.895815432564760261e-01 9.781857118983048327e-01 2.305924657228640928e+00 1.025036528225097499e+00 1.372605586166696014e-04 -4.994800116776757726e+00
1.270043257951841698e-01 2.391182564874154773e-02 7.015981480805663084e-01 9.537282525253603094e-01 2.332730555137828787e+00 9.920199837715075741e-01 5.965403070176407662e-05 -5.828119405222389027e+00
1.157275894600250377e-01 2.130925791551190052e-02 6.737672030948870239e-01 9.899897467332936518e-01 2.389328765169009383e+00 1.021836943466930325e+00 5.398114799902707276e-05 -5.928046249537585410e+00
1.226932727293506831e-01 2.131946870085989904e-02 6.637580370371979344e-01 9.408411190662568924e-01 2.452105714734679420e+00 9.804979883537308094e-01 6.290246643539818753e-05 -5.775095749072117535e+00
1.244777509563751439e-01 2.447933230132463833e-02 6.829767421327725962e-01 9.668158006360235701e-01 2.393761473189776279e+00 9.982065623497266005e-01 1.585029903038572636e-04 -4.850907664609488634e+00
1.234934775632410275e-01 2.540810917261248844e-02 6.884542326140381530e-01 9.808075520539040193e-01 2.352084417566171481e+00 1.016501203783133356e+00 7.013860175034806218e-05 -5.666207814630707773e+00
1.237899124218962144e-01 2.322380346399579090e-02 6.742469642484986148e-01 9.425874302530496962e-01 2.538084689398366844e+00 9.681952026405413747e-01 6.092268137882944802e-05 -5.807075582206654651e+00
1.234190652655099835e-01 2.272398518856284452e-02 6.684146867471487674e-01 9.445205370842336690e-01 2.514893375039635171e+00 9.723391911364505091e-01 9.399847296388824528e-05 -5.373402586946220083e+00
1.165188257366900904e-01 2.036339887635002163e-02 6.591319801762027808e-01 9.706024986183656722e-01 2.403647030606286261e+00 1.013511226238611229e+00 6.039319070365933509e-05 -5.815804762128123251e+00
1.140009463642977366e-01 1.928708126848375365e-02 6.459892675005800555e-01 9.681777997416347592e-01 2.588375334308129716e+00 9.817726198231404577e-01 1.296037639624947183e-04 -5.052199297602331995e+00
1.167536912240103586e-01 1.957645133135386267e-02 6.521189281707445717e-01 9.589389476105287802e-01 2.470095109231196684e+00 9.933285817501154025e-01 4.680339038127200556e-05 -6.070725479675319392e+00
1.274723317100746600e-01 2.424349092695338853e-02 6.923569955000300480e-01 9.471172825185821820e-01 2.348640837684005334e+00 9.914391301479714702e-01 1.404140751809139043e-04 -4.972085386875983559e+00
1.208003375756688813e-01 2.408477172569373909e-02 6.853063969790978982e-01 9.857157486899913446e-01 2.327511916806124237e+00 1.027212389232996070e+00 3.515271304742773485e-05 -6.356979323892591793e+00
1.228577344103408409e-01 2.094603135058303867e-02 6.717204327467199976e-01 9.437822915446967276e-01 2.436219279347696443e+00 9.770021346137536256e-01 3.941024052578538206e-05 -6.242655429664624833e+00
1.178542977899783850e-01 2.324035563720165676e-02 6.775979059714006825e-01 9.902688463456009726e-01 2.422832808987873676e+00 1.016072497774473726e+00 4.040469460665093945e-05 -6.217735142668287196e+00
1.252497984975931566e-01 2.556015154115767740e-02 6.935497043044853704e-01 9.600062413982182186e-01 2.399257495681205388e+00 1.001381503724985578e+00 1.230665093590553583e-04 -5.103956188290342588e+00
1.141438386459439069e-01 2.021535925746685905e-02 6.496884729696826843e-01 9.770408710932169116e-01 2.525991127481239218e+00 9.990186915918171096e-01 6.419206988671585139e-05 -5.754801442966580360e+00
1.196633349329124796e-01 2.338817864768917565e-02 6.742734254319736609e-01 9.821508543040677885e-01 2.365191115943773958e+00 1.023673542983886353e+00 4.037015833189262862e-05 -6.218590267143451200e+00
1.219556897050220745e-01 2.465553505354949396e-02 6.905066835484289234e-01 9.831784870489841399e-01 2.346494361110411653e+00 1.021481055833366902e+00 3.979914910326187185e-05 -6.232835591272429809e+00
1.205153208641139007e-01 2.279446478726094086e-02 6.842235810552317332e-01 9.845462796308589448e-01 2.289066592015970958e+00 1.027878492159802537e+00 1.521327155861541879e-04 -4.891927855271966941e+00
1.206091539974842586e-01 2.354074822228498232e-02 6.777980628238565730e-01 9.684065820535771030e-01 2.508549223561275632e+00 9.880876451824088802e-01 4.112956870073485911e-05 -6.199953828077100937e+00
1.170647791079098970e-01 2.185125555275684375e-02 6.604731322738129906e-01 9.744778752422811330e-01 2.461608304849186801e+00 1.010418234889954192e+00 3.568836757204048738e-05 -6.341856326648692033e+00
1.306302089031053659e-01 2.581635319710563065e-02 7.006950456309044561e-01 9.478889492994033716e-01 2.310604873577527307e+00 9.954901542000287318e-01 1.485543805084596893e-04 -4.915730034100715073e+00
1.177267540403272583e-01 2.053749926860974281e-02 6.505946062047608391e-01 9.496846983066482561e-01 2.593032723320439992e+00 9.726150657400454147e-01 1.258037669750580235e-04 -5.081957836043374144e+00
1.337034590796891687e-01 2.565871834480361324e-02 7.127790433139921111e-01 9.415045345140717892e-01 2.245238000003074941e+00 9.911970984493234660e-01 6.097053254945167472e-05 -5.806290449523082486e+00
1.157587222054635989e-01 2.047468389162023644e-02 6.660736743547719385e-01 9.879682342049403987e-01 2.341785060048838130e+00 1.028113552216460391e+00 6.562222171112533256e-05 -5.732766739834123548e+00
1.123432789171827650e-01 1.895963530644357437e-02 6.494429498324126859e-01 9.762469479150016616e-01 2.563803863432433161e+00 9.929159007201815434e-01 8.629067447916493152e-05 -5.458959591106305353e+00
1.152753794904269602e-01 2.106787104317726228e-02 6.527690072312961611e-01 9.701586757284941243e-01 2.528273084543303906e+00 1.001324345978312547e+00 1.586903350763940539e-04 -4.849726398931236027e+00
1.309426933104989865e-01 2.680663198288022603e-02 7.157482367267885559e-01 9.654519169670828793e-01 2.236819534132834519e+00 1.009164456638078189e+00 2.485480201041042125e-05 -6.703630150289480838e+00
1.293667859879400472e-01 2.661932106174007967e-02 7.053927449594730170e-01 9.640143487039376513e-01 2.243181239397120219e+00 1.019478435304095765e+00 3.995395757991141019e-05 -6.228953393386470694e+00
1.113188426007608450e-01 1.942191440764107560e-02 6.407584099520938770e-01 9.730607751342121858e-01 2.607069465434837419e+00 9.970383406687386429e-01 4.899029053319588683e-05 -6.025058997927160043e+00
1.170654759665830519e-01 1.994790792014289327e-02 6.580530923343353988e-01 9.622377946736709875e-01 2.425955042873420897e+00 1.004451795853732232e+00 1.091809492543506830e-04 -5.223674533305646683e+00
1.158150430432414307e-01 1.978526413068537257e-02 6.396240028359952978e-01 9.517202683945766850e-01 2.616875647502745039e+00 9.754125418783855528e-01 1.175548827956286106e-04 -5.149775811864135022e+00
1.325781497310984935e-01 2.621444933355850798e-02 7.109696261527912453e-01 9.447509800220151854e-01 2.262214348549824727e+00 9.984875256560339363e-01 4.204859387167385066e-05 -6.177855177596413228e+00
1.206219353053800680e-01 2.179779192287596354e-02 6.700531162105576310e-01 9.525251706029190801e-01 2.531893608670680251e+00 9.737372257097933748e-01 5.207771160764991796e-05 -5.963944067029605556e+00
1.182857863417534072e-01 1.980857588099638883e-02 6.657580951313949447e-01 9.589162791182940238e-01 2.463107891372376734e+00 9.847774809177050059e-01 3.124466488906339708e-05 -6.474832485961739437e+00
1.281568408846112117e-01 2.394607161096302950e-02 7.011814774895863689e-01 9.557301606267413208e-01 2.249329189901129400e+00 1.004466942567632692e+00 2.445008652169771928e-05 -6.720047369384888114e+00
1.172306557117532705e-01 1.918724479651787856e-02 6.586300124759254526e-01 9.601670070926693334e-01 2.464649838258411663e+00 9.872932846047978162e-01 5.456116285496975918e-05 -5.917358797386946812e+00
1.142480088538394972e-01 1.821587445280650752e-02 6.377788411836161631e-01 9.561813812706760896e-01 2.573632535447141656e+00 9.800073619866533914e-01 5.210578041349563718e-05 -5.963405232978637116e+00
1.193557160400170597e-01 2.198706084512945524e-02 6.668853765062474626e-01 9.731247792854920142e-01 2.459097512544282882e+00 9.949328065583618042e-01 4.816120634000129375e-05 -6.042127274744330201e+00
1.162037529807298519e-01 1.936125439257782230e-02 6.535196881815984460e-01 9.604830566060187369e-01 2.450124008974908563e+00 9.990744269293587720e-01 6.356389379520732165e-05 -5.764635522502690179e+00
1.308220993639361840e-01 2.454542055537504638e-02 6.975831219415897788e-01 9.287182652805267002e-01 2.382046935544835264e+00 9.731576627150901881e-01 6.684747710577398840e-05 -5.714267560812866797e+00
1.265140621092389894e-01 2.372440853908436287e-02 6.886688464718435654e-01 9.552717434853129630e-01 2.325807908212368602e+00 9.964940365305474668e-01 1.873575637598798185e-04 -4.683662227243925891e+00
1.161497559513131189e-01 2.065494138089532875e-02 6.565477476555995340e-01 9.811053939748111130e-01 2.409115225733767574e+00 1.014555682941351344e+00 5.513698549146928162e-05 -5.906860390003859429e+00
1.176139820281613124e-01 1.909160030474732136e-02 6.526497611714680014e-01 9.495592806289425702e-01 2.480078208181712540e+00 9.852220960535594818e-01 1.156565544080586923e-04 -5.166056062429293050e+00
1.171824193253580559e-01 2.053559571436607348e-02 6.734792958126463169e-01 9.771411982220487014e-01 2.403331206771521344e+00 1.005555641151838486e+00 4.255760726753111419e-05 -6.165822500784061688e+00
1.217846454165871506e-01 2.423307977070797078e-02 6.900620228126983502e-01 9.784438435962707903e-01 2.339026807878498815e+00 1.022040013878675602e+00 5.389473952326870207e-05 -5.929648247838093411e+00
1.243001616761925943e-01 2.549399103389048127e-02 6.989891915772150632e-01 9.777163447017223064e-01 2.319000446921416714e+00 1.020044374331255277e+00 1.444921494714820377e-04 -4.943455946859713457e+00
1.286026778744583932e-01 2.686663250695675575e-02 7.014384354900350393e-01 9.620676359923058252e-01 2.370224884326673109e+00 9.970834803337981223e-01 6.328231293927182152e-05 -5.769075250354371853e+00
1.249675652070331711e-01 2.361906362546171284e-02 6.979096028681345265e-01 9.636666171103774881e-01 2.297442516101694920e+00 1.009489678910787447e+00 4.199907398434684941e-05 -6.179033553970687542e+00
1.333708827066081848e-01 2.595397702079723506e-02 7.073396223028272090e-01 9.397822426927501249e-01 2.304631641271441822e+00 9.820152695348851601e-01 4.893664869366090120e-05 -6.026154546206799800e+00
1.176713976742297801e-01 2.096344114858808907e-02 6.565286219138579682e-01 9.669514566477946937e-01 2.531092530348197034e+00 9.846349625207327927e-01 4.114872074839332047e-05 -6.199488284903257096e+00
1.131741874996990554e-01 2.100658138116210175e-02 6.537326422335387743e-01 9.972820437808901373e-01 2.459173411316564639e+00 1.023194707661521097e+00 7.304999121756574774e-05 -5.625537106047523217e+00
1.156812816050978715e-01 2.151273498402789600e-02 6.546917414518585998e-01 9.829895478699487432e-01 2.483977892326013404e+00 1.008393192879579736e+00 1.012465638955852953e-04 -5.299122355442196231e+00
1.153768493703701131e-01 1.858642249086709178e-02 6.429307499795345882e-01 9.602600560370684324e-01 2.528923543949586072e+00 9.824736351583295280e-01 3.623451075047852399e-05 -6.326669123674771633e+00
1.204177854987759366e-01 2.321102620410676193e-02 6.780262103374143923e-01 9.686359831005910692e-01 2.484981494941117752e+00 9.925227383229151545e-01 1.550818497126146432e-04 -4.872728083814000577e+00
1.271149557614065229e-01 2.396265845402985317e-02 6.842023063306794661e-01 9.442659786894844753e-01 2.355153557588566926e+00 9.943437404608238550e-01 3.736528929987378963e-05 -6.295938944130539561e+00
1.233543309374994512e-01 2.233527505403317542e-02 6.701303042019889356e-01 9.400799359775572350e-01 2.523988056421627491e+00 9.675075876889615012e-01 9.659620761373935958e-05 -5.346141642228362301e+00
1.158297610279954565e-01 2.010099567372152299e-02 6.474084858037638668e-01 9.605041220179190153e-01 2.591671219969492235e+00 9.802344638849727065e-01 6.979211228605808142e-05 -5.671160125134150576e+00
1.284421615536980865e-01 2.460431903793202507e-02 7.006696886726078155e-01 9.566703384815994360e-01 2.250070311536493950e+00 1.008306831164553330e+00 8.635018469884395880e-05 -5.458270180472929667e+00
1.268247678781594945e-01 2.418048840314851455e-02 6.990029365584391474e-01 9.639558941582708762e-01 2.291354117463357376e+00 1.003600547546879440e+00 8.913820450176618781e-05 -5.426493099156407318e+00
1.145219391277550042e-01 2.039673795348523333e-02 6.547045100049739830e-01 9.670476184708096667e-01 2.600494276211227529e+00 9.848609291617312911e-01 6.945705468568339988e-05 -5.675972480630239403e+00
1.188903856990277258e-01 2.254574691740763789e-02 6.820431976088159320e-01 9.802703417269181818e-01 2.368835265561773262e+00 1.019461676614438206e+00 6.856009287121442926e-05 -5.688970495133002458e+00
1.240952816260815772e-01 2.295237809892779549e-02 6.798388512527306915e-01 9.460290421508419367e-01 2.408009294867549777e+00 9.907699046063509485e-01 9.268001751358345220e-05 -4.226541322818087920e+00
1.291123495663337450e-01 2.565123430765732515e-02 7.107434296252960193e-01 9.639560469899864925e-01 2.257568706978164474e+00 1.007735354331741551e+00 1.670718302299926104e-04 -3.637270370271706632e+00
1.144674150297784465e-01 1.976524683130994470e-02 6.512278251471566026e-01 9.809114637204429110e-01 2.486154650166617852e+00 1.001279162122348687e+00 6.593816888549585700e-05 -4.566976743496621083e+00
1.277293879274882249e-01 2.363944964110256675e-02 6.897020004763250167e-01 9.422918905589212635e-01 2.381330028501548846e+00 9.810194435830315030e-01 5.459736358215091026e-05 -4.755708615806703676e+00
1.214637885667043810e-01 2.269623346351787307e-02 6.685207930001226817e-01 9.645841214924049112e-01 2.442393362875703744e+00 9.934818449680135055e-01 7.512682644961547458e-05 -4.436516506649423874e+00
1.141792542705871716e-01 2.075883887768067981e-02 6.480944131075117021e-01 9.702866114392245667e-01 2.609110818297899481e+00 9.901565004318353402e-01 7.458687369932291212e-05 -4.443729675396030032e+00
1.082958503364067626e-01 1.864433592301618925e-02 6.288297787021995822e-01 9.889720178771579384e-01 2.660110587809916272e+00 9.984786209441423033e-01 7.648182134296087657e-05 -4.418641128260214934e+00
1.116001236089102094e-01 1.926045574795316739e-02 6.499659918084373933e-01 9.858431293455881539e-01 2.506040645846704606e+00 1.009755301289270824e+00 1.544550718398559610e-04 -3.715790954455490347e+00
1.259505889890245312e-01 2.297601594884982751e-02 6.848359427089135698e-01 9.378291803840077545e-01 2.410959062347564075e+00 9.807619460760288455e-01 7.369007884052172460e-05 -4.455826036677780877e+00
1.112197873092847511e-01 1.798222986882506286e-02 6.446278546440189494e-01 9.759634811076538519e-01 2.527448585211998999e+00 1.000303397966275654e+00 7.740297328015791273e-05 -4.406669017020372614e+00
1.231895592129675365e-01 2.256465828141102775e-02 6.809510433287371267e-01 9.639096530558373122e-01 2.321883251426226202e+00 1.008531605224141758e+00 9.165774189077217058e-05 -4.237632768283584817e+00
1.298252019043229510e-01 2.515184054928337395e-02 6.985802340700463242e-01 9.446164580710666447e-01 2.377696579318353987e+00 9.788407189839611888e-01 5.788668576534776125e-05 -4.697206805453927991e+00
1.248362566549925390e-01 2.246151892128872909e-02 6.899456494975569898e-01 9.527082692339614578e-01 2.327925651750247127e+00 9.967200380555920614e-01 1.548895704828835761e-04 -3.712981796840880033e+00
1.183868992567545797e-01 2.277432553200322424e-02 6.657993219212731129e-01 9.757108393307160066e-01 2.503743741151442492e+00 9.976422768016673936e-01 1.480140252954372632e-04 -3.758387176566704291e+00
1.350094046157682137e-01 2.673777598298840430e-02 7.110430341626873263e-01 9.330224739207546580e-01 2.297694639411065332e+00 9.826317634624928132e-01 1.132778631606059990e-04 -4.025850444925175076e+00
1.198729632860126709e-01 2.155141351622282334e-02 6.620561341354072038e-01 9.521357298133228397e-01 2.499254258306649934e+00 9.852079451775761498e-01 1.223336882751519016e-04 -3.948941750536551165e+00
1.201122302809214948e-01 2.351998686395883817e-02 6.740146304958916090e-01 9.739870681201625580e-01 2.485503679764041074e+00 9.953443585032761831e-01 5.705684748700939337e-05 -4.711646116180007837e+00
1.282321661230048926e-01 2.355357849686940536e-02 6.885572491827031127e-01 9.368460398030183933e-01 2.351958581001804660e+00 9.856703160128730268e-01 8.073184117523986541e-05 -4.364561151623253643e+00
1.217406436976606748e-01 2.318132994006090117e-02 6.711344774400169744e-01 9.514981653005497586e-01 2.527569322536200591e+00 9.810252219659237882e-01 7.635292046913201688e-05 -4.420327929348292884e+00
1.274438892598468986e-01 2.423039518724894384e-02 7.014104264641288777e-01 9.496224400690362888e-01 2.318754560451452118e+00 9.971387566644966949e-01 6.724916970510389825e-05 -4.547289539337339370e+00
1.256608644121681440e-01 2.395887242829862138e-02 6.871477255043098031e-01 9.473299564297530395e-01 2.413657421515030599e+00 9.878609481565809869e-01 9.764524872932257035e-05 -4.174353211337351155e+00
1.160248386949958438e-01 2.013890869993640101e-02 6.601910373241542951e-01 9.638379161676227103e-01 2.485318617657254592e+00 9.973689414722872737e-01 8.381409991939658976e-05 -4.327092961221402412e+00
