1  0.455075	2.237672e+00	1.121456e-01	9.673186e-01	2.405961e+00	6.721505e-01	1.001403e+00	
1  0.460139	2.286970e+00	1.130313e-01	9.642681e-01	2.419047e+00	6.745133e-01	9.969809e-01	
2  0.594576	2.234986e+00	1.117224e-01	9.628032e-01	2.449074e+00	6.716787e-01	9.949558e-01	
1  0.273076	2.196584e+00	1.111614e-01	9.642486e-01	2.437884e+00	6.698316e-01	9.980645e-01	
1  0.468486	2.196584e+00	1.111614e-01	9.642486e-01	2.437884e+00	6.698316e-01	9.983559e-01	
1  0.565559	2.140601e+00	1.102531e-01	9.676919e-01	2.424507e+00	6.659014e-01	1.002705e+00	
1  0.310824	2.169004e+00	1.104772e-01	9.673214e-01	2.445273e+00	6.655217e-01	9.989100e-01	
1  0.487495	2.173397e+00	1.110668e-01	9.669818e-01	2.421699e+00	6.687680e-01	1.000076e+00	
1  0.535525	2.164067e+00	1.107055e-01	9.676007e-01	2.429858e+00	6.687058e-01	9.994176e-01	
1  0.643515	2.211769e+00	1.113042e-01	9.663541e-01	2.441459e+00	6.710499e-01	9.966722e-01	
3  0.528268	2.211769e+00	1.113042e-01	9.663541e-01	2.441459e+00	6.710499e-01	9.963593e-01	
2  2.04876	2.289218e+00	1.125381e-01	9.639031e-01	2.459548e+00	6.732710e-01	9.908531e-01	
1  2.21037	2.280741e+00	1.120991e-01	9.638675e-01	2.473878e+00	6.711694e-01	9.902688e-01	
1  2.23822	2.280741e+00	1.120991e-01	9.638675e-01	2.473878e+00	6.711694e-01	9.902458e-01	
1  1.70886	2.230454e+00	1.118443e-01	9.635813e-01	2.459978e+00	6.683215e-01	9.915003e-01	
2  2.84667	2.334572e+00	1.133213e-01	9.616771e-01	2.461306e+00	6.711180e-01	9.910813e-01	
1  1.76826	2.289214e+00	1.124540e-01	9.657937e-01	2.450612e+00	6.699367e-01	9.942883e-01	
1  2.11384	2.272264e+00	1.121812e-01	9.659993e-01	2.448389e+00	6.668835e-01	9.961355e-01	
1  2.09179	2.272264e+00	1.121812e-01	9.659993e-01	2.448389e+00	6.668835e-01	9.964297e-01	
1  1.10955	2.212192e+00	1.102557e-01	9.675500e-01	2.482124e+00	6.619685e-01	9.967704e-01	
1  1.05105	2.238157e+00	1.112428e-01	9.654938e-01	2.469483e+00	6.658813e-01	9.948376e-01	
1  0.68909	2.234026e+00	1.116655e-01	9.668584e-01	2.430451e+00	6.683696e-01	1.000015e+00	
1  0.62534	2.177113e+00	1.112520e-01	9.655348e-01	2.415606e+00	6.687068e-01	1.001261e+00	
1  1.02892	2.150973e+00	1.113114e-01	9.647523e-01	2.408872e+00	6.681708e-01	1.000229e+00	
2  1.13654	2.150973e+00	1.113114e-01	9.647523e-01	2.408872e+00	6.681708e-01	9.995751e-01	
1  1.79624	2.230145e+00	1.127328e-01	9.623599e-01	2.403321e+00	6.716865e-01	9.985913e-01	
