1  0.574252	2.195860e+00	1.114060e-01	9.646766e-01	2.412791e+00	6.726793e-01	1.001541e+00	
1  0.234055	2.263925e+00	1.126231e-01	9.646692e-01	2.407064e+00	6.745066e-01	1.000579e+00	
1  0.646067	2.309261e+00	1.138676e-01	9.656664e-01	2.378059e+00	6.792996e-01	1.001565e+00	
1  1.1471	2.305451e+00	1.143611e-01	9.642126e-01	2.366062e+00	6.807597e-01	1.000610e+00	
1  2.39638	2.307516e+00	1.143246e-01	9.672758e-01	2.358843e+00	6.824174e-01	1.001157e+00	
1  2.05731	2.307516e+00	1.143246e-01	9.672758e-01	2.358843e+00	6.824174e-01	1.001522e+00	
2  1.67981	2.294314e+00	1.134608e-01	9.663802e-01	2.399828e+00	6.792078e-01	9.973637e-01	
4  1.04084	2.303207e+00	1.137557e-01	9.635668e-01	2.402131e+00	6.814454e-01	9.958151e-01	
2  0.340339	2.321846e+00	1.142088e-01	9.625322e-01	2.390600e+00	6.823427e-01	9.975563e-01	
4  0.407789	2.337265e+00	1.147528e-01	9.630813e-01	2.371389e+00	6.832875e-01	9.996106e-01	
2  1.09424	2.326963e+00	1.145370e-01	9.615990e-01	2.398665e+00	6.799767e-01	9.947246e-01	
2  1.13484	2.338463e+00	1.150156e-01	9.596893e-01	2.392871e+00	6.818891e-01	9.939504e-01	
1  0.455951	2.404071e+00	1.152890e-01	9.613174e-01	2.387316e+00	6.852467e-01	9.986596e-01	
1  0.554881	2.404071e+00	1.152890e-01	9.613174e-01	2.387316e+00	6.852467e-01	9.982475e-01	
2  0.680987	2.374643e+00	1.150977e-01	9.610167e-01	2.376270e+00	6.858818e-01	9.992851e-01	
2  1.11702	2.439149e+00	1.159839e-01	9.589778e-01	2.390689e+00	6.877454e-01	9.959486e-01	
4  0.934696	2.469514e+00	1.156090e-01	9.619901e-01	2.399706e+00	6.874670e-01	9.986370e-01	
2  1.85711	2.498533e+00	1.161234e-01	9.607732e-01	2.399715e+00	6.870356e-01	9.985578e-01	
1  1.29422	2.430960e+00	1.155339e-01	9.607115e-01	2.399404e+00	6.833407e-01	9.970845e-01	
2  1.73068	2.430960e+00	1.155339e-01	9.607115e-01	2.399404e+00	6.833407e-01	9.967916e-01	
3  2.03706	2.401495e+00	1.146963e-01	9.600354e-01	2.420626e+00	6.801408e-01	9.957849e-01	
1  3.11534	2.346273e+00	1.151897e-01	9.565752e-01	2.395411e+00	6.816353e-01	9.934795e-01	
1  2.32556	2.346273e+00	1.151897e-01	9.565752e-01	2.395411e+00	6.816353e-01	9.938181e-01	
2  2.19326	2.359166e+00	1.153091e-01	9.563590e-01	2.401292e+00	6.826012e-01	9.925007e-01	
1  2.76818	2.398284e+00	1.161582e-01	9.553640e-01	2.391480e+00	6.855271e-01	9.922501e-01	
1  3.58743	2.404599e+00	1.158735e-01	9.544325e-01	2.423074e+00	6.849340e-01	9.873538e-01	
2  3.94068	2.341550e+00	1.149891e-01	9.538328e-01	2.427553e+00	6.831963e-01	9.868695e-01	
