2  0.969108	2.210881e+00	1.101541e-01	9.712732e-01	2.433072e+00	6.690419e-01	1.006020e+00	
1  0.893224	2.241528e+00	1.111124e-01	9.656339e-01	2.442516e+00	6.723297e-01	1.000679e+00	
1  0.676243	2.286141e+00	1.119855e-01	9.646633e-01	2.440036e+00	6.739791e-01	9.993662e-01	
1  1.25927	2.288428e+00	1.115331e-01	9.657770e-01	2.451194e+00	6.714622e-01	1.000590e+00	
2  1.37138	2.288428e+00	1.115331e-01	9.657770e-01	2.451194e+00	6.714622e-01	1.000384e+00	
1  1.62345	2.345585e+00	1.126276e-01	9.642693e-01	2.458697e+00	6.727825e-01	9.964564e-01	
2  1.22434	2.341465e+00	1.126575e-01	9.674339e-01	2.424955e+00	6.742362e-01	1.002877e+00	
1  2.08276	2.397211e+00	1.133027e-01	9.707941e-01	2.423112e+00	6.772401e-01	1.002082e+00	
1  2.06877	2.397211e+00	1.133027e-01	9.707941e-01	2.423112e+00	6.772401e-01	1.002181e+00	
1  0.576557	2.313157e+00	1.126584e-01	9.668931e-01	2.432572e+00	6.749457e-01	9.977896e-01	
1  1.37186	2.374554e+00	1.135018e-01	9.637778e-01	2.447228e+00	6.756970e-01	9.952282e-01	
4  1.89142	2.417138e+00	1.147248e-01	9.613031e-01	2.433363e+00	6.789748e-01	9.940536e-01	
5  2.11801	2.399330e+00	1.150095e-01	9.609488e-01	2.408732e+00	6.788761e-01	9.966218e-01	
1  2.65479	2.399330e+00	1.150095e-01	9.609488e-01	2.408732e+00	6.788761e-01	9.963043e-01	
3  3.00851	2.411803e+00	1.155979e-01	9.612508e-01	2.386379e+00	6.812888e-01	9.980891e-01	
1  2.34533	2.428475e+00	1.151852e-01	9.646090e-01	2.378920e+00	6.825274e-01	1.003224e+00	
1  1.79705	2.416345e+00	1.147034e-01	9.663404e-01	2.371801e+00	6.850760e-01	1.005810e+00	
1  1.61561	2.416345e+00	1.147034e-01	9.663404e-01	2.371801e+00	6.850760e-01	1.005902e+00	
4  2.03398	2.419918e+00	1.151150e-01	9.667042e-01	2.359462e+00	6.852756e-01	1.006193e+00	
1  1.74947	2.530419e+00	1.162630e-01	9.655500e-01	2.377309e+00	6.902979e-01	1.003489e+00	
1  3.33503	2.530419e+00	1.162630e-01	9.655500e-01	2.377309e+00	6.902979e-01	1.002866e+00	
1  3.07941	2.515752e+00	1.153856e-01	9.678348e-01	2.397830e+00	6.899188e-01	1.001722e+00	
2  3.04486	2.511448e+00	1.161384e-01	9.653235e-01	2.380786e+00	6.918831e-01	1.000317e+00	
3  3.49331	2.484476e+00	1.153636e-01	9.689752e-01	2.372765e+00	6.905858e-01	1.004369e+00	
1  4.07867	2.405153e+00	1.135381e-01	9.708316e-01	2.385392e+00	6.865819e-01	1.006956e+00	
1  4.78683	2.425896e+00	1.130194e-01	9.727373e-01	2.413682e+00	6.846660e-01	1.005633e+00	
1  6.15915	2.426159e+00	1.129125e-01	9.739863e-01	2.400757e+00	6.866549e-01	1.008660e+00	
1  4.80513	2.449650e+00	1.132329e-01	9.722237e-01	2.423718e+00	6.848122e-01	1.004116e+00	
1  5.48792	2.437920e+00	1.128915e-01	9.729010e-01	2.428779e+00	6.844103e-01	1.003962e+00	
2  4.96017	2.437920e+00	1.128915e-01	9.729010e-01	2.428779e+00	6.844103e-01	1.004161e+00	
1  5.19067	2.474154e+00	1.130095e-01	9.725757e-01	2.452957e+00	6.808964e-01	1.002271e+00	
1  5.57322	2.449464e+00	1.127726e-01	9.717622e-01	2.458801e+00	6.818788e-01	9.997863e-01	
1  5.4215	2.447809e+00	1.129642e-01	9.703329e-01	2.471504e+00	6.790735e-01	9.963911e-01	
1  3.48369	2.379604e+00	1.121671e-01	9.703204e-01	2.460215e+00	6.732058e-01	1.000127e+00	
1  2.85098	2.379604e+00	1.121671e-01	9.703204e-01	2.460215e+00	6.732058e-01	1.000360e+00	
1  3.40243	2.400529e+00	1.123936e-01	9.729497e-01	2.435736e+00	6.752035e-01	1.005603e+00	
1  1.50414	2.308626e+00	1.117871e-01	9.703735e-01	2.423731e+00	6.747645e-01	1.004518e+00	
2  1.05937	2.277682e+00	1.117435e-01	9.672990e-01	2.427888e+00	6.730720e-01	1.002228e+00	
2  1.15391	2.293435e+00	1.121420e-01	9.665136e-01	2.426479e+00	6.730401e-01	1.001625e+00	
1  2.42059	2.252889e+00	1.123040e-01	9.663188e-01	2.383265e+00	6.754306e-01	1.006570e+00	
1  1.80379	2.284515e+00	1.120460e-01	9.655653e-01	2.416392e+00	6.765828e-01	1.003138e+00	
1  2.55684	2.285673e+00	1.119821e-01	9.674666e-01	2.404628e+00	6.808163e-01	1.004533e+00	
1  2.6096	2.330247e+00	1.128123e-01	9.636992e-01	2.422967e+00	6.830176e-01	9.989771e-01	
1  1.69623	2.422712e+00	1.137553e-01	9.672448e-01	2.421769e+00	6.838507e-01	1.000502e+00	
1  1.62469	2.422712e+00	1.137553e-01	9.672448e-01	2.421769e+00	6.838507e-01	1.000552e+00	
1  1.15131	2.291557e+00	1.129366e-01	9.631812e-01	2.425723e+00	6.785179e-01	9.949447e-01	
1  1.43669	2.227229e+00	1.116545e-01	9.633945e-01	2.428268e+00	6.758482e-01	9.978851e-01	
2  2.42737	2.171801e+00	1.108084e-01	9.611042e-01	2.448734e+00	6.709767e-01	9.955606e-01	
2  2.5775	2.192117e+00	1.108851e-01	9.633391e-01	2.446906e+00	6.744119e-01	9.955125e-01	
1  3.72854	2.225778e+00	1.120834e-01	9.609050e-01	2.439024e+00	6.790388e-01	9.914440e-01	
1  2.87551	2.222562e+00	1.128099e-01	9.602982e-01	2.413889e+00	6.797227e-01	9.921886e-01	
3  1.74631	2.214263e+00	1.124470e-01	9.616050e-01	2.411821e+00	6.777069e-01	9.948019e-01	
1  1.75735	2.214263e+00	1.124470e-01	9.616050e-01	2.411821e+00	6.777069e-01	9.947969e-01	
1  1.30857	2.284627e+00	1.130406e-01	9.618301e-01	2.421396e+00	6.792845e-01	9.948019e-01	
3  0.712525	2.284027e+00	1.126479e-01	9.646001e-01	2.422458e+00	6.770306e-01	9.971457e-01	
2  1.59897	2.306741e+00	1.129583e-01	9.650356e-01	2.430844e+00	6.779871e-01	9.945197e-01	
2  1.211	2.257954e+00	1.116628e-01	9.667248e-01	2.442923e+00	6.740204e-01	9.966171e-01	
1  1.15179	2.208835e+00	1.118406e-01	9.633174e-01	2.430032e+00	6.736027e-01	9.948152e-01	
2  0.888921	2.206582e+00	1.116270e-01	9.650374e-01	2.428150e+00	6.725690e-01	9.963713e-01	
3  0.956182	2.206582e+00	1.116270e-01	9.650374e-01	2.428150e+00	6.725690e-01	9.963405e-01	
1  1.98869	2.195559e+00	1.109135e-01	9.674106e-01	2.446787e+00	6.708103e-01	9.953137e-01	
1  2.22002	2.188579e+00	1.117368e-01	9.654718e-01	2.419115e+00	6.742373e-01	9.951162e-01	
1  2.04581	2.182162e+00	1.117365e-01	9.640796e-01	2.422512e+00	6.739200e-01	9.942014e-01	
1  1.45592	2.182162e+00	1.117365e-01	9.640796e-01	2.422512e+00	6.739200e-01	9.946915e-01	
2  1.25371	2.152517e+00	1.103098e-01	9.694146e-01	2.418939e+00	6.718436e-01	1.001854e+00	
1  0.268608	2.218493e+00	1.111948e-01	9.661435e-01	2.435692e+00	6.725923e-01	9.989894e-01	
1  0.55896	2.324768e+00	1.128161e-01	9.670776e-01	2.404623e+00	6.783513e-01	1.004031e+00	
1  1.25415	2.323395e+00	1.127399e-01	9.676564e-01	2.398140e+00	6.772219e-01	1.006358e+00	
1  1.27077	2.323395e+00	1.127399e-01	9.676564e-01	2.398140e+00	6.772219e-01	1.006265e+00	
1  2.3952	2.364607e+00	1.134583e-01	9.653406e-01	2.402969e+00	6.771418e-01	1.005017e+00	
2  2.05312	2.321816e+00	1.132488e-01	9.629385e-01	2.401833e+00	6.774035e-01	1.003097e+00	
